"SourcePath","SourceLine","ReferenceType","RawTarget","NormalizedTarget","Resolution","TerminalClass","Notes"
"openspec/changes/archive/2025-08-11-add-complexity-guidelines/specs/openspec-docs/README.md","342","markdown-link","../docs/capability-organization.md","openspec/changes/archive/2025-08-11-add-complexity-guidelines/specs/docs/capability-organization.md","confirmed-broken","broken-internal-reference","local-looking target does not resolve to a tracked file"
