"SourcePath","SourceLine","ReferenceType","RawTarget","NormalizedTarget","Resolution","TerminalClass","Notes"
".agents/skills/release-openspec/SKILL.md","150","markdown-link","references/release-notes.md",".agents/skills/release-openspec/references/release-notes.md","resolved","tracked-file","resolved to pinned tracked file"
".changeset/README.md","3","markdown-link","https://github.com/changesets/changesets","https://github.com/changesets/changesets","classified","external-dependency","external endpoint inventoried but not fetched"
".devcontainer/README.md","23","markdown-link","https://code.visualstudio.com/","https://code.visualstudio.com/","classified","external-dependency","external endpoint inventoried but not fetched"
".devcontainer/README.md","24","markdown-link","https://www.docker.com/products/docker-desktop","https://www.docker.com/products/docker-desktop","classified","external-dependency","external endpoint inventoried but not fetched"
".devcontainer/README.md","25","markdown-link","https://marketplace.visualstudio.com/items?itemName=ms-vscode-remote.remote-containers","https://marketplace.visualstudio.com/items?itemName=ms-vscode-remote.remote-containers","classified","external-dependency","external endpoint inventoried but not fetched"
".github/workflows/ci.yml","28","github-action","actions/checkout@3d3c42e5aac5ba805825da76410c181273ba90b1","actions/checkout@3d3c42e5aac5ba805825da76410c181273ba90b1","classified","external-action-pinned","action dependency pinned by commit SHA"
".github/workflows/ci.yml","33","github-action","dorny/paths-filter@7b450fff21473bca461d4b92ce414b9d0420d706","dorny/paths-filter@7b450fff21473bca461d4b92ce414b9d0420d706","classified","external-action-pinned","action dependency pinned by commit SHA"
".github/workflows/ci.yml","73","github-action","actions/checkout@3d3c42e5aac5ba805825da76410c181273ba90b1","actions/checkout@3d3c42e5aac5ba805825da76410c181273ba90b1","classified","external-action-pinned","action dependency pinned by commit SHA"
".github/workflows/ci.yml","79","github-action","pnpm/action-setup@0ebf47130e4866e96fce0953f49152a61190b271","pnpm/action-setup@0ebf47130e4866e96fce0953f49152a61190b271","classified","external-action-pinned","action dependency pinned by commit SHA"
".github/workflows/ci.yml","82","github-action","actions/setup-node@820762786026740c76f36085b0efc47a31fe5020","actions/setup-node@820762786026740c76f36085b0efc47a31fe5020","classified","external-action-pinned","action dependency pinned by commit SHA"
".github/workflows/ci.yml","104","github-action","actions/upload-artifact@043fb46d1a93c77aae656e7c1c64a875d1fc6a0a","actions/upload-artifact@043fb46d1a93c77aae656e7c1c64a875d1fc6a0a","classified","external-action-pinned","action dependency pinned by commit SHA"
".github/workflows/ci.yml","129","github-action","actions/checkout@3d3c42e5aac5ba805825da76410c181273ba90b1","actions/checkout@3d3c42e5aac5ba805825da76410c181273ba90b1","classified","external-action-pinned","action dependency pinned by commit SHA"
".github/workflows/ci.yml","134","github-action","pnpm/action-setup@0ebf47130e4866e96fce0953f49152a61190b271","pnpm/action-setup@0ebf47130e4866e96fce0953f49152a61190b271","classified","external-action-pinned","action dependency pinned by commit SHA"
".github/workflows/ci.yml","137","github-action","actions/setup-node@820762786026740c76f36085b0efc47a31fe5020","actions/setup-node@820762786026740c76f36085b0efc47a31fe5020","classified","external-action-pinned","action dependency pinned by commit SHA"
".github/workflows/ci.yml","173","github-action","actions/checkout@3d3c42e5aac5ba805825da76410c181273ba90b1","actions/checkout@3d3c42e5aac5ba805825da76410c181273ba90b1","classified","external-action-pinned","action dependency pinned by commit SHA"
".github/workflows/ci.yml","178","github-action","DeterminateSystems/nix-installer-action@ef8a148080ab6020fd15196c2084a2eea5ff2d25","DeterminateSystems/nix-installer-action@ef8a148080ab6020fd15196c2084a2eea5ff2d25","classified","external-action-pinned","action dependency pinned by commit SHA"
".github/workflows/ci.yml","181","github-action","DeterminateSystems/magic-nix-cache-action@908b263ff629f4cc17666315b7fd3ec127c6244d","DeterminateSystems/magic-nix-cache-action@908b263ff629f4cc17666315b7fd3ec127c6244d","classified","external-action-pinned","action dependency pinned by commit SHA"
".github/workflows/ci.yml","233","github-action","actions/checkout@3d3c42e5aac5ba805825da76410c181273ba90b1","actions/checkout@3d3c42e5aac5ba805825da76410c181273ba90b1","classified","external-action-pinned","action dependency pinned by commit SHA"
".github/workflows/ci.yml","256","github-action","pnpm/action-setup@0ebf47130e4866e96fce0953f49152a61190b271","pnpm/action-setup@0ebf47130e4866e96fce0953f49152a61190b271","classified","external-action-pinned","action dependency pinned by commit SHA"
".github/workflows/ci.yml","260","github-action","actions/setup-node@820762786026740c76f36085b0efc47a31fe5020","actions/setup-node@820762786026740c76f36085b0efc47a31fe5020","classified","external-action-pinned","action dependency pinned by commit SHA"
".github/workflows/README.md","5","markdown-link","https://nektosact.com/","https://nektosact.com/","classified","external-dependency","external endpoint inventoried but not fetched"
".github/workflows/release-prepare.yml","27","github-action","actions/create-github-app-token@bcd2ba49218906704ab6c1aa796996da409d3eb1","actions/create-github-app-token@bcd2ba49218906704ab6c1aa796996da409d3eb1","classified","external-action-pinned","action dependency pinned by commit SHA"
".github/workflows/release-prepare.yml","32","github-action","actions/checkout@3d3c42e5aac5ba805825da76410c181273ba90b1","actions/checkout@3d3c42e5aac5ba805825da76410c181273ba90b1","classified","external-action-pinned","action dependency pinned by commit SHA"
".github/workflows/release-prepare.yml","37","github-action","pnpm/action-setup@0ebf47130e4866e96fce0953f49152a61190b271","pnpm/action-setup@0ebf47130e4866e96fce0953f49152a61190b271","classified","external-action-pinned","action dependency pinned by commit SHA"
".github/workflows/release-prepare.yml","39","github-action","actions/setup-node@820762786026740c76f36085b0efc47a31fe5020","actions/setup-node@820762786026740c76f36085b0efc47a31fe5020","classified","external-action-pinned","action dependency pinned by commit SHA"
".github/workflows/release-prepare.yml","50","github-action","changesets/action@a45c4d594aa4e2c509dc14a9f2b3b67ba3780d0d","changesets/action@a45c4d594aa4e2c509dc14a9f2b3b67ba3780d0d","classified","external-action-pinned","action dependency pinned by commit SHA"
".github/workflows/release-prepare.yml","73","github-action","actions/checkout@3d3c42e5aac5ba805825da76410c181273ba90b1","actions/checkout@3d3c42e5aac5ba805825da76410c181273ba90b1","classified","external-action-pinned","action dependency pinned by commit SHA"
".github/workflows/release-prepare.yml","77","github-action","pnpm/action-setup@0ebf47130e4866e96fce0953f49152a61190b271","pnpm/action-setup@0ebf47130e4866e96fce0953f49152a61190b271","classified","external-action-pinned","action dependency pinned by commit SHA"
".github/workflows/release-prepare.yml","79","github-action","actions/setup-node@820762786026740c76f36085b0efc47a31fe5020","actions/setup-node@820762786026740c76f36085b0efc47a31fe5020","classified","external-action-pinned","action dependency pinned by commit SHA"
".github/workflows/security.yml","32","github-action","actions/checkout@3d3c42e5aac5ba805825da76410c181273ba90b1","actions/checkout@3d3c42e5aac5ba805825da76410c181273ba90b1","classified","external-action-pinned","action dependency pinned by commit SHA"
".github/workflows/security.yml","39","github-action","actions/dependency-review-action@a1d282b36b6f3519aa1f3fc636f609c47dddb294","actions/dependency-review-action@a1d282b36b6f3519aa1f3fc636f609c47dddb294","classified","external-action-pinned","action dependency pinned by commit SHA"
".github/workflows/security.yml","48","github-action","actions/checkout@3d3c42e5aac5ba805825da76410c181273ba90b1","actions/checkout@3d3c42e5aac5ba805825da76410c181273ba90b1","classified","external-action-pinned","action dependency pinned by commit SHA"
".github/workflows/security.yml","53","github-action","pnpm/action-setup@0ebf47130e4866e96fce0953f49152a61190b271","pnpm/action-setup@0ebf47130e4866e96fce0953f49152a61190b271","classified","external-action-pinned","action dependency pinned by commit SHA"
".github/workflows/security.yml","58","github-action","actions/setup-node@820762786026740c76f36085b0efc47a31fe5020","actions/setup-node@820762786026740c76f36085b0efc47a31fe5020","classified","external-action-pinned","action dependency pinned by commit SHA"
"bin/openspec.js","3","module-import","../dist/cli/index.js","dist/cli/index.js","classified","generated-build-artifact","generated by the pinned TypeScript build and excluded from Git"
"build.js","3","module-import","child_process","child_process","classified","external-package","package or runtime module terminal"
"build.js","4","module-import","fs","fs","classified","external-package","package or runtime module terminal"
"build.js","5","module-import","module","module","classified","external-package","package or runtime module terminal"
"CHANGELOG.md","7","markdown-link","https://github.com/clay-good","https://github.com/clay-good","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","7","markdown-link","https://github.com/Fission-AI/OpenSpec/commit/17af60c66e4c049e3986fdbafcdc16b202cda59f","https://github.com/Fission-AI/OpenSpec/commit/17af60c66e4c049e3986fdbafcdc16b202cda59f","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","7","markdown-link","https://github.com/Fission-AI/OpenSpec/pull/1475","https://github.com/Fission-AI/OpenSpec/pull/1475","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","9","markdown-link","https://github.com/clay-good","https://github.com/clay-good","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","9","markdown-link","https://github.com/Fission-AI/OpenSpec/commit/17af60c66e4c049e3986fdbafcdc16b202cda59f","https://github.com/Fission-AI/OpenSpec/commit/17af60c66e4c049e3986fdbafcdc16b202cda59f","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","9","markdown-link","https://github.com/Fission-AI/OpenSpec/pull/1475","https://github.com/Fission-AI/OpenSpec/pull/1475","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","11","markdown-link","https://github.com/clay-good","https://github.com/clay-good","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","11","markdown-link","https://github.com/Fission-AI/OpenSpec/commit/17af60c66e4c049e3986fdbafcdc16b202cda59f","https://github.com/Fission-AI/OpenSpec/commit/17af60c66e4c049e3986fdbafcdc16b202cda59f","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","11","markdown-link","https://github.com/Fission-AI/OpenSpec/pull/1475","https://github.com/Fission-AI/OpenSpec/pull/1475","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","13","markdown-link","https://github.com/clay-good","https://github.com/clay-good","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","13","markdown-link","https://github.com/Fission-AI/OpenSpec/commit/17af60c66e4c049e3986fdbafcdc16b202cda59f","https://github.com/Fission-AI/OpenSpec/commit/17af60c66e4c049e3986fdbafcdc16b202cda59f","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","13","markdown-link","https://github.com/Fission-AI/OpenSpec/pull/1475","https://github.com/Fission-AI/OpenSpec/pull/1475","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","15","markdown-link","https://github.com/Fission-AI/OpenSpec/commit/eac2973819037727b10214f70db2f54d82f2d891","https://github.com/Fission-AI/OpenSpec/commit/eac2973819037727b10214f70db2f54d82f2d891","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","15","markdown-link","https://github.com/Fission-AI/OpenSpec/pull/1062","https://github.com/Fission-AI/OpenSpec/pull/1062","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","15","markdown-link","https://github.com/showms","https://github.com/showms","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","19","markdown-link","https://github.com/clay-good","https://github.com/clay-good","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","19","markdown-link","https://github.com/Fission-AI/OpenSpec/commit/17af60c66e4c049e3986fdbafcdc16b202cda59f","https://github.com/Fission-AI/OpenSpec/commit/17af60c66e4c049e3986fdbafcdc16b202cda59f","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","19","markdown-link","https://github.com/Fission-AI/OpenSpec/pull/1475","https://github.com/Fission-AI/OpenSpec/pull/1475","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","21","markdown-link","https://github.com/clay-good","https://github.com/clay-good","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","21","markdown-link","https://github.com/Fission-AI/OpenSpec/commit/27b22ab4cbf530fa00e17f0f6b75a44d56777542","https://github.com/Fission-AI/OpenSpec/commit/27b22ab4cbf530fa00e17f0f6b75a44d56777542","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","21","markdown-link","https://github.com/Fission-AI/OpenSpec/pull/1399","https://github.com/Fission-AI/OpenSpec/pull/1399","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","23","markdown-link","https://github.com/clay-good","https://github.com/clay-good","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","23","markdown-link","https://github.com/Fission-AI/OpenSpec/commit/17af60c66e4c049e3986fdbafcdc16b202cda59f","https://github.com/Fission-AI/OpenSpec/commit/17af60c66e4c049e3986fdbafcdc16b202cda59f","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","23","markdown-link","https://github.com/Fission-AI/OpenSpec/pull/1475","https://github.com/Fission-AI/OpenSpec/pull/1475","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","25","markdown-link","https://github.com/clay-good","https://github.com/clay-good","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","25","markdown-link","https://github.com/Fission-AI/OpenSpec/commit/6295515d4da4f7c76eaed00b7f1926771eae92de","https://github.com/Fission-AI/OpenSpec/commit/6295515d4da4f7c76eaed00b7f1926771eae92de","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","25","markdown-link","https://github.com/Fission-AI/OpenSpec/pull/1470","https://github.com/Fission-AI/OpenSpec/pull/1470","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","35","markdown-link","https://github.com/Fission-AI/OpenSpec/blob/main/docs/cli.md#openspec-update","https://github.com/Fission-AI/OpenSpec/blob/main/docs/cli.md#openspec-update","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","39","markdown-link","https://github.com/clay-good","https://github.com/clay-good","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","39","markdown-link","https://github.com/Fission-AI/OpenSpec/commit/a84ae70e8c6ef6ffaab56599d6f91fa39873e63d","https://github.com/Fission-AI/OpenSpec/commit/a84ae70e8c6ef6ffaab56599d6f91fa39873e63d","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","39","markdown-link","https://github.com/Fission-AI/OpenSpec/pull/1404","https://github.com/Fission-AI/OpenSpec/pull/1404","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","41","markdown-link","https://github.com/clay-good","https://github.com/clay-good","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","41","markdown-link","https://github.com/Fission-AI/OpenSpec/commit/5199f41a5d523b9212dd2854ec5e505d2f80e2e7","https://github.com/Fission-AI/OpenSpec/commit/5199f41a5d523b9212dd2854ec5e505d2f80e2e7","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","41","markdown-link","https://github.com/Fission-AI/OpenSpec/pull/1363","https://github.com/Fission-AI/OpenSpec/pull/1363","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","45","markdown-link","https://github.com/clay-good","https://github.com/clay-good","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","45","markdown-link","https://github.com/Fission-AI/OpenSpec/commit/6a5171e18630db4ed8e78c9edfaae4be532e2af6","https://github.com/Fission-AI/OpenSpec/commit/6a5171e18630db4ed8e78c9edfaae4be532e2af6","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","45","markdown-link","https://github.com/Fission-AI/OpenSpec/pull/1435","https://github.com/Fission-AI/OpenSpec/pull/1435","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","47","markdown-link","https://github.com/clay-good","https://github.com/clay-good","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","47","markdown-link","https://github.com/Fission-AI/OpenSpec/commit/040a86931f5398167137a483b2e8081aec13016e","https://github.com/Fission-AI/OpenSpec/commit/040a86931f5398167137a483b2e8081aec13016e","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","47","markdown-link","https://github.com/Fission-AI/OpenSpec/pull/1425","https://github.com/Fission-AI/OpenSpec/pull/1425","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","51","markdown-link","https://github.com/clay-good","https://github.com/clay-good","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","51","markdown-link","https://github.com/Fission-AI/OpenSpec/commit/6a4f0d7f3384486132cb9c516b635c23cadc1fa2","https://github.com/Fission-AI/OpenSpec/commit/6a4f0d7f3384486132cb9c516b635c23cadc1fa2","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","51","markdown-link","https://github.com/Fission-AI/OpenSpec/pull/1431","https://github.com/Fission-AI/OpenSpec/pull/1431","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","61","markdown-link","https://github.com/clay-good","https://github.com/clay-good","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","61","markdown-link","https://github.com/Fission-AI/OpenSpec/commit/19d41714c8b790488732687443713e406ef5aeef","https://github.com/Fission-AI/OpenSpec/commit/19d41714c8b790488732687443713e406ef5aeef","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","61","markdown-link","https://github.com/Fission-AI/OpenSpec/pull/1437","https://github.com/Fission-AI/OpenSpec/pull/1437","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","63","markdown-link","https://github.com/clay-good","https://github.com/clay-good","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","63","markdown-link","https://github.com/Fission-AI/OpenSpec/commit/c439a4ee48ef02dcdae6ac8101b7d12924695e7e","https://github.com/Fission-AI/OpenSpec/commit/c439a4ee48ef02dcdae6ac8101b7d12924695e7e","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","63","markdown-link","https://github.com/Fission-AI/OpenSpec/pull/1411","https://github.com/Fission-AI/OpenSpec/pull/1411","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","69","markdown-link","https://github.com/clay-good","https://github.com/clay-good","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","69","markdown-link","https://github.com/Fission-AI/OpenSpec/commit/b474f81cb4bebbeff0e447fd78c34a613ebd02fa","https://github.com/Fission-AI/OpenSpec/commit/b474f81cb4bebbeff0e447fd78c34a613ebd02fa","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","69","markdown-link","https://github.com/Fission-AI/OpenSpec/pull/1394","https://github.com/Fission-AI/OpenSpec/pull/1394","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","73","markdown-link","https://github.com/clay-good","https://github.com/clay-good","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","73","markdown-link","https://github.com/Fission-AI/OpenSpec/commit/17af60c66e4c049e3986fdbafcdc16b202cda59f","https://github.com/Fission-AI/OpenSpec/commit/17af60c66e4c049e3986fdbafcdc16b202cda59f","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","73","markdown-link","https://github.com/Fission-AI/OpenSpec/pull/1475","https://github.com/Fission-AI/OpenSpec/pull/1475","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","75","markdown-link","https://github.com/clay-good","https://github.com/clay-good","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","75","markdown-link","https://github.com/Fission-AI/OpenSpec/commit/17af60c66e4c049e3986fdbafcdc16b202cda59f","https://github.com/Fission-AI/OpenSpec/commit/17af60c66e4c049e3986fdbafcdc16b202cda59f","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","75","markdown-link","https://github.com/Fission-AI/OpenSpec/pull/1475","https://github.com/Fission-AI/OpenSpec/pull/1475","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","77","markdown-link","https://github.com/clay-good","https://github.com/clay-good","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","77","markdown-link","https://github.com/Fission-AI/OpenSpec/commit/97d441a8ee2738d3008709e61acfc91925c7ae3a","https://github.com/Fission-AI/OpenSpec/commit/97d441a8ee2738d3008709e61acfc91925c7ae3a","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","77","markdown-link","https://github.com/Fission-AI/OpenSpec/pull/1398","https://github.com/Fission-AI/OpenSpec/pull/1398","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","81","markdown-link","https://github.com/clay-good","https://github.com/clay-good","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","81","markdown-link","https://github.com/Fission-AI/OpenSpec/commit/52a8bce1fd2bc98c51fa35cf0cfa05e799eb4404","https://github.com/Fission-AI/OpenSpec/commit/52a8bce1fd2bc98c51fa35cf0cfa05e799eb4404","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","81","markdown-link","https://github.com/Fission-AI/OpenSpec/pull/1375","https://github.com/Fission-AI/OpenSpec/pull/1375","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","83","markdown-link","https://github.com/clay-good","https://github.com/clay-good","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","83","markdown-link","https://github.com/Fission-AI/OpenSpec/commit/17af60c66e4c049e3986fdbafcdc16b202cda59f","https://github.com/Fission-AI/OpenSpec/commit/17af60c66e4c049e3986fdbafcdc16b202cda59f","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","83","markdown-link","https://github.com/Fission-AI/OpenSpec/pull/1475","https://github.com/Fission-AI/OpenSpec/pull/1475","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","85","markdown-link","https://github.com/Fission-AI/OpenSpec/commit/fb196995dad017074415a638824eb546f3321cbc","https://github.com/Fission-AI/OpenSpec/commit/fb196995dad017074415a638824eb546f3321cbc","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","85","markdown-link","https://github.com/Fission-AI/OpenSpec/pull/1447","https://github.com/Fission-AI/OpenSpec/pull/1447","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","85","markdown-link","https://github.com/hsusul","https://github.com/hsusul","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","91","markdown-link","https://github.com/clay-good","https://github.com/clay-good","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","91","markdown-link","https://github.com/Fission-AI/OpenSpec/commit/9a937cb9b36fb1040bdbde3bab3fa3903944ef10","https://github.com/Fission-AI/OpenSpec/commit/9a937cb9b36fb1040bdbde3bab3fa3903944ef10","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","91","markdown-link","https://github.com/Fission-AI/OpenSpec/pull/1471","https://github.com/Fission-AI/OpenSpec/pull/1471","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","93","markdown-link","https://github.com/clay-good","https://github.com/clay-good","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","93","markdown-link","https://github.com/Fission-AI/OpenSpec/commit/f58b4456925b6331f3e5902a1c57905afe7edbf5","https://github.com/Fission-AI/OpenSpec/commit/f58b4456925b6331f3e5902a1c57905afe7edbf5","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","93","markdown-link","https://github.com/Fission-AI/OpenSpec/pull/1364","https://github.com/Fission-AI/OpenSpec/pull/1364","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","98","markdown-link","https://github.com/clay-good","https://github.com/clay-good","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","98","markdown-link","https://github.com/Fission-AI/OpenSpec/commit/285dfd7d764752b2a1e7e8cc843d613421e62652","https://github.com/Fission-AI/OpenSpec/commit/285dfd7d764752b2a1e7e8cc843d613421e62652","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","98","markdown-link","https://github.com/Fission-AI/OpenSpec/pull/1377","https://github.com/Fission-AI/OpenSpec/pull/1377","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","100","markdown-link","https://github.com/Fission-AI/OpenSpec/issues/1322","https://github.com/Fission-AI/OpenSpec/issues/1322","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","102","markdown-link","https://github.com/clay-good","https://github.com/clay-good","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","102","markdown-link","https://github.com/Fission-AI/OpenSpec/commit/b33b15d98ae929624c991632c7382ebc234d4ca7","https://github.com/Fission-AI/OpenSpec/commit/b33b15d98ae929624c991632c7382ebc234d4ca7","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","102","markdown-link","https://github.com/Fission-AI/OpenSpec/issues/1382","https://github.com/Fission-AI/OpenSpec/issues/1382","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","102","markdown-link","https://github.com/Fission-AI/OpenSpec/pull/1401","https://github.com/Fission-AI/OpenSpec/pull/1401","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","104","markdown-link","https://github.com/Fission-AI/OpenSpec/commit/1637856c423f2e84457652d1ab58885fe9744fb2","https://github.com/Fission-AI/OpenSpec/commit/1637856c423f2e84457652d1ab58885fe9744fb2","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","104","markdown-link","https://github.com/Fission-AI/OpenSpec/pull/1167","https://github.com/Fission-AI/OpenSpec/pull/1167","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","104","markdown-link","https://github.com/mehdishahdoost","https://github.com/mehdishahdoost","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","110","markdown-link","https://github.com/clay-good","https://github.com/clay-good","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","110","markdown-link","https://github.com/Fission-AI/OpenSpec/commit/17af60c66e4c049e3986fdbafcdc16b202cda59f","https://github.com/Fission-AI/OpenSpec/commit/17af60c66e4c049e3986fdbafcdc16b202cda59f","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","110","markdown-link","https://github.com/Fission-AI/OpenSpec/pull/1475","https://github.com/Fission-AI/OpenSpec/pull/1475","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","112","markdown-link","https://github.com/clay-good","https://github.com/clay-good","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","112","markdown-link","https://github.com/Fission-AI/OpenSpec/commit/17af60c66e4c049e3986fdbafcdc16b202cda59f","https://github.com/Fission-AI/OpenSpec/commit/17af60c66e4c049e3986fdbafcdc16b202cda59f","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","112","markdown-link","https://github.com/Fission-AI/OpenSpec/pull/1475","https://github.com/Fission-AI/OpenSpec/pull/1475","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","114","markdown-link","https://github.com/clay-good","https://github.com/clay-good","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","114","markdown-link","https://github.com/Fission-AI/OpenSpec/commit/378d468ad348dc1e973ed30c5cfa458fb77c9de3","https://github.com/Fission-AI/OpenSpec/commit/378d468ad348dc1e973ed30c5cfa458fb77c9de3","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","114","markdown-link","https://github.com/Fission-AI/OpenSpec/pull/1408","https://github.com/Fission-AI/OpenSpec/pull/1408","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","116","markdown-link","https://github.com/clay-good","https://github.com/clay-good","classified","external-dependency","external endpoint inventoried but not fetched"
"CHANGELOG.md","116","markdown-link","https://github.com/Fission-AI/OpenSpec/commit/17af60c66e4c049e3986fdbafcdc16b202cda59f","https://github.com/Fission-AI/OpenSpec/commit/17af60c66e4c049e3986fdbafcdc16b202cda59f","classified","external-dependency","external endpoint inventoried but not fetched"
