"Path","Bytes","SHA256","Extension","Category","GearCandidate","HashError"
"docs/vi-vn/explanation/checkpoint-preview.md","10191","B58ABF64D55B6F664DB0D1CCE079D8ED833339B90FA5AC4A6260486A6A67832F",".md","documentation","True",
"docs/vi-vn/explanation/established-projects-faq.md","2797","DED213E5EA1BF70810FE5E260FC0DEDE775C8625DA1AA94B36D20E0EE2F15F87",".md","documentation","True",
"docs/vi-vn/explanation/named-agents.md","10898","F25E779B922C19BA91EF1AFA3A487A2B80388719915E851118A41F3F368495F0",".md","documentation","True",
"docs/vi-vn/explanation/party-mode.md","3244","1D2D5AEF2BFC75184834E784ECCD76E278F49B590A0746088BC0B48A2AB033A9",".md","documentation","True",
"docs/vi-vn/explanation/preventing-agent-conflicts.md","4111","6F7C021B3FF52B8210CB2284F18BD03929F357EE27C0027A3FC4CD4D99627996",".md","documentation","True",
"docs/vi-vn/explanation/project-context.md","7468","FACC272EDAF24271850474D036771637F58E4B3EE79CC7A2069771830F4CD93C",".md","documentation","True",
"docs/vi-vn/explanation/why-solutioning-matters.md","3867","F248413E3FBC0FB2659F9FFF24E145F414092D7EE71E65463DDDA2A137719FFB",".md","documentation","True",
"docs/vi-vn/how-to/customize-bmad.md","26400","B6758A6FE2403FF58C637FCDB1139B95DCF13227C0CED8748854FD37AF0487F7",".md","documentation","True",
"docs/vi-vn/how-to/established-projects.md","5351","69BE90D7177E46135E0E18C6838CA6C4C521A427A6162FAF0598CEE12389EB45",".md","documentation","True",
"docs/vi-vn/how-to/expand-bmad-for-your-org.md","19001","07BBF424A34F8428038AA792AF11B3C884E33F04C71336D009EE4368E21DDF70",".md","documentation","True",
"docs/vi-vn/how-to/get-answers-about-bmad.md","3764","FB3A13B7614AC898D2F9F2A3EA44BA3F5E6F711B0C294CCD5370A18CEC45C97B",".md","documentation","True",
"docs/vi-vn/how-to/install-bmad.md","4253","B230C2FC5FC83FD3D0C3DE8B852926D5DE90BDA96A0842CCC0BEED6FEE370AA3",".md","documentation","True",
"docs/vi-vn/how-to/install-custom-modules.md","9226","868B9FCB8465C1DCA644C444CCDC540E4F91FCA403F52F4112000CEAEF205928",".md","documentation","True",
"docs/vi-vn/how-to/project-context.md","5015","AB293F2ECBC5DA3C0A8236C62F5C31FA7FCA5D142422F2C1BE8B027D1434D66A",".md","documentation","True",
"docs/vi-vn/how-to/quick-fixes.md","4546","CAFCF67FD9AAE6017E6E7EB8F968E76F9ACF67114464F2256572D2F40026BFB5",".md","documentation","True",
"docs/vi-vn/how-to/upgrade-to-v6.md","4061","4E7726148FD95A61F8EC55B56D7FFC96792122EB83892D70408C1826FE2C3D90",".md","documentation","True",
"docs/vi-vn/index.md","4675","8BEF461AD75445D54FD05FC651D61377AF08FB527C54D805AEF5B62F779EBB6A",".md","documentation","True",
"docs/vi-vn/reference/agents.md","2487","443E161F5B8FEE58E26E1A4EEFF5466571CE73488FC362AF774C8D4175F54909",".md","agent_instruction","True",
"docs/vi-vn/reference/commands.md","7770","50A7748A24E8FBFCF7B4BF5BB814A6276260B8995AF13D2F22E89ABE77E4C6A1",".md","documentation","True",
"docs/vi-vn/reference/core-tools.md","15897","92D648625F734A742F5137B95FD25BBCF24097834A1470C7E427B791E6BC8AFB",".md","documentation","True",
"docs/vi-vn/reference/modules.md","4501","05B5E956A3B302CAF0867F8D4A9B72B23FCB89169211EC0039E33AD3C5F981EC",".md","documentation","True",
"docs/vi-vn/reference/testing.md","7246","7DAE7975C309778FCC864408688290CAF99437AEFC28ECF9F86B8038173ADF2F",".md","documentation","True",
"docs/vi-vn/reference/workflow-map.md","7717","017BD7E0AD383541D45F1EBB65F95561F53EF8F798F4FE1EBAA1918558D1E3C7",".md","documentation","True",
"docs/vi-vn/roadmap.mdx","7333","EF326BB668548A719382D8B5D2198B9528F357A6A5E4D2CB54ACF6C9DB63753F",".mdx","documentation","True",
"docs/vi-vn/tutorials/getting-started.md","15792","4329B9112AE5DC44CD38F885E20BA18F1AAE12476D6F9F93A6826E5BEC51FEB9",".md","documentation","True",
"docs/zh-cn/_STYLE_GUIDE.md","10352","DAB4413D4079A598D2861CA13E9B60AED8F6156BE6C8AFAE14C04D1456DBE572",".md","documentation","True",
"docs/zh-cn/404.md","142","8C0532E6C6B64BFCC2B4F431583EFC3B970E0E3D07E32B45C04E25835E6650B1",".md","documentation","True",
"docs/zh-cn/explanation/advanced-elicitation.md","2409","813B9DB131D8C7FFF47AF4BCFE7E08DA6976AAD9BF23620851A3FE4FCB87C272",".md","documentation","True",
"docs/zh-cn/explanation/adversarial-review.md","2688","6E48A009AA358E325556691E673007D8F58B2DCA1F4D7D77D38978E88FCF6271",".md","documentation","True",
"docs/zh-cn/explanation/analysis-phase.md","5446","B86D63308064CFC8FE9E3E18B1866A8986AF295940719360C37CCC409F789902",".md","documentation","True",
"docs/zh-cn/explanation/brainstorming.md","2648","0A8EC2431C0D693732488350D6C1A926A1019E1912AEF49BC4068F462354D926",".md","documentation","True",
"docs/zh-cn/explanation/build.md","3733","7B4C999C2C05526211A76AF45F7EBD777AE153BF6DA6539082FBE53143A745D4",".md","documentation","True",
