ReferenceId,Source,Line,Kind,RawReference,NormalizedTarget,TerminalClass,Status,ResolvedTarget,Evidence
R00001,.github/scripts/check_security_requirements.py,3,python_import,__future__,__future__,external_dependency,terminal,__future__,Python AST from-import
R00002,.github/scripts/check_security_requirements.py,5,python_import,os,os,external_dependency,terminal,os,Python AST import
R00003,.github/scripts/check_security_requirements.py,6,python_import,subprocess,subprocess,external_dependency,terminal,subprocess,Python AST import
R00004,.github/scripts/check_security_requirements.py,7,python_import,sys,sys,external_dependency,terminal,sys,Python AST import
R00005,.github/scripts/check_security_requirements.py,8,python_import,pathlib,pathlib,external_dependency,terminal,pathlib,Python AST from-import
R00006,.github/skills/add-community-extension/SKILL.md,118,markdown_link,<repository-url>,repository-url,prose_example,terminal,n/a,Markdown target resolution
R00007,.github/workflows/add-community-bundle.lock.yml,101,yaml_uses,github/gh-aw-actions/setup@c0338fef4749d08c21f8f975fb0e37efa17dda47,github/gh-aw-actions/setup@c0338fef4749d08c21f8f975fb0e37efa17dda47,external_dependency,terminal,github/gh-aw-actions/setup@c0338fef4749d08c21f8f975fb0e37efa17dda47,SHA/digest-pinned external action or container
R00008,.github/workflows/add-community-bundle.lock.yml,134,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00009,.github/workflows/add-community-bundle.lock.yml,144,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00010,.github/workflows/add-community-bundle.lock.yml,165,yaml_uses,actions/checkout@3d3c42e5aac5ba805825da76410c181273ba90b1,actions/checkout@3d3c42e5aac5ba805825da76410c181273ba90b1,external_dependency,terminal,actions/checkout@3d3c42e5aac5ba805825da76410c181273ba90b1,SHA/digest-pinned external action or container
R00011,.github/workflows/add-community-bundle.lock.yml,188,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00012,.github/workflows/add-community-bundle.lock.yml,199,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00013,.github/workflows/add-community-bundle.lock.yml,210,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00014,.github/workflows/add-community-bundle.lock.yml,302,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00015,.github/workflows/add-community-bundle.lock.yml,314,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00016,.github/workflows/add-community-bundle.lock.yml,364,yaml_uses,actions/upload-artifact@043fb46d1a93c77aae656e7c1c64a875d1fc6a0a,actions/upload-artifact@043fb46d1a93c77aae656e7c1c64a875d1fc6a0a,external_dependency,terminal,actions/upload-artifact@043fb46d1a93c77aae656e7c1c64a875d1fc6a0a,SHA/digest-pinned external action or container
R00017,.github/workflows/add-community-bundle.lock.yml,416,yaml_uses,github/gh-aw-actions/setup@c0338fef4749d08c21f8f975fb0e37efa17dda47,github/gh-aw-actions/setup@c0338fef4749d08c21f8f975fb0e37efa17dda47,external_dependency,terminal,github/gh-aw-actions/setup@c0338fef4749d08c21f8f975fb0e37efa17dda47,SHA/digest-pinned external action or container
R00018,.github/workflows/add-community-bundle.lock.yml,437,yaml_uses,actions/checkout@3d3c42e5aac5ba805825da76410c181273ba90b1,actions/checkout@3d3c42e5aac5ba805825da76410c181273ba90b1,external_dependency,terminal,actions/checkout@3d3c42e5aac5ba805825da76410c181273ba90b1,SHA/digest-pinned external action or container
R00019,.github/workflows/add-community-bundle.lock.yml,464,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00020,.github/workflows/add-community-bundle.lock.yml,488,yaml_uses,actions/download-artifact@3e5f45b2cfb9172054b4087a40e8e0b5a5461e7c,actions/download-artifact@3e5f45b2cfb9172054b4087a40e8e0b5a5461e7c,external_dependency,terminal,actions/download-artifact@3e5f45b2cfb9172054b4087a40e8e0b5a5461e7c,SHA/digest-pinned external action or container
R00021,.github/workflows/add-community-bundle.lock.yml,707,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00022,.github/workflows/add-community-bundle.lock.yml,842,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00023,.github/workflows/add-community-bundle.lock.yml,980,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00024,.github/workflows/add-community-bundle.lock.yml,1006,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00025,.github/workflows/add-community-bundle.lock.yml,1020,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00026,.github/workflows/add-community-bundle.lock.yml,1032,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00027,.github/workflows/add-community-bundle.lock.yml,1057,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00028,.github/workflows/add-community-bundle.lock.yml,1067,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00029,.github/workflows/add-community-bundle.lock.yml,1083,yaml_uses,actions/upload-artifact@043fb46d1a93c77aae656e7c1c64a875d1fc6a0a,actions/upload-artifact@043fb46d1a93c77aae656e7c1c64a875d1fc6a0a,external_dependency,terminal,actions/upload-artifact@043fb46d1a93c77aae656e7c1c64a875d1fc6a0a,SHA/digest-pinned external action or container
R00030,.github/workflows/add-community-bundle.lock.yml,1135,yaml_uses,github/gh-aw-actions/setup@c0338fef4749d08c21f8f975fb0e37efa17dda47,github/gh-aw-actions/setup@c0338fef4749d08c21f8f975fb0e37efa17dda47,external_dependency,terminal,github/gh-aw-actions/setup@c0338fef4749d08c21f8f975fb0e37efa17dda47,SHA/digest-pinned external action or container
R00031,.github/workflows/add-community-bundle.lock.yml,1150,yaml_uses,actions/download-artifact@3e5f45b2cfb9172054b4087a40e8e0b5a5461e7c,actions/download-artifact@3e5f45b2cfb9172054b4087a40e8e0b5a5461e7c,external_dependency,terminal,actions/download-artifact@3e5f45b2cfb9172054b4087a40e8e0b5a5461e7c,SHA/digest-pinned external action or container
R00032,.github/workflows/add-community-bundle.lock.yml,1185,yaml_uses,actions/upload-artifact@043fb46d1a93c77aae656e7c1c64a875d1fc6a0a,actions/upload-artifact@043fb46d1a93c77aae656e7c1c64a875d1fc6a0a,external_dependency,terminal,actions/upload-artifact@043fb46d1a93c77aae656e7c1c64a875d1fc6a0a,SHA/digest-pinned external action or container
R00033,.github/workflows/add-community-bundle.lock.yml,1197,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00034,.github/workflows/add-community-bundle.lock.yml,1219,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00035,.github/workflows/add-community-bundle.lock.yml,1236,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00036,.github/workflows/add-community-bundle.lock.yml,1251,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00037,.github/workflows/add-community-bundle.lock.yml,1267,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00038,.github/workflows/add-community-bundle.lock.yml,1327,yaml_uses,github/gh-aw-actions/setup@c0338fef4749d08c21f8f975fb0e37efa17dda47,github/gh-aw-actions/setup@c0338fef4749d08c21f8f975fb0e37efa17dda47,external_dependency,terminal,github/gh-aw-actions/setup@c0338fef4749d08c21f8f975fb0e37efa17dda47,SHA/digest-pinned external action or container
R00039,.github/workflows/add-community-bundle.lock.yml,1342,yaml_uses,actions/download-artifact@3e5f45b2cfb9172054b4087a40e8e0b5a5461e7c,actions/download-artifact@3e5f45b2cfb9172054b4087a40e8e0b5a5461e7c,external_dependency,terminal,actions/download-artifact@3e5f45b2cfb9172054b4087a40e8e0b5a5461e7c,SHA/digest-pinned external action or container
R00040,.github/workflows/add-community-bundle.lock.yml,1355,yaml_uses,actions/checkout@3d3c42e5aac5ba805825da76410c181273ba90b1,actions/checkout@3d3c42e5aac5ba805825da76410c181273ba90b1,external_dependency,terminal,actions/checkout@3d3c42e5aac5ba805825da76410c181273ba90b1,SHA/digest-pinned external action or container
R00041,.github/workflows/add-community-bundle.lock.yml,1405,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00042,.github/workflows/add-community-bundle.lock.yml,1422,yaml_uses,actions/setup-node@820762786026740c76f36085b0efc47a31fe5020,actions/setup-node@820762786026740c76f36085b0efc47a31fe5020,external_dependency,terminal,actions/setup-node@820762786026740c76f36085b0efc47a31fe5020,SHA/digest-pinned external action or container
R00043,.github/workflows/add-community-bundle.lock.yml,1498,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00044,.github/workflows/add-community-bundle.lock.yml,1509,yaml_uses,actions/upload-artifact@043fb46d1a93c77aae656e7c1c64a875d1fc6a0a,actions/upload-artifact@043fb46d1a93c77aae656e7c1c64a875d1fc6a0a,external_dependency,terminal,actions/upload-artifact@043fb46d1a93c77aae656e7c1c64a875d1fc6a0a,SHA/digest-pinned external action or container
R00045,.github/workflows/add-community-bundle.lock.yml,1518,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00046,.github/workflows/add-community-bundle.lock.yml,1559,yaml_uses,github/gh-aw-actions/setup@c0338fef4749d08c21f8f975fb0e37efa17dda47,github/gh-aw-actions/setup@c0338fef4749d08c21f8f975fb0e37efa17dda47,external_dependency,terminal,github/gh-aw-actions/setup@c0338fef4749d08c21f8f975fb0e37efa17dda47,SHA/digest-pinned external action or container
R00047,.github/workflows/add-community-bundle.lock.yml,1571,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00048,.github/workflows/add-community-bundle.lock.yml,1583,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00049,.github/workflows/add-community-bundle.lock.yml,1637,yaml_uses,github/gh-aw-actions/setup@c0338fef4749d08c21f8f975fb0e37efa17dda47,github/gh-aw-actions/setup@c0338fef4749d08c21f8f975fb0e37efa17dda47,external_dependency,terminal,github/gh-aw-actions/setup@c0338fef4749d08c21f8f975fb0e37efa17dda47,SHA/digest-pinned external action or container
R00050,.github/workflows/add-community-bundle.lock.yml,1652,yaml_uses,actions/download-artifact@3e5f45b2cfb9172054b4087a40e8e0b5a5461e7c,actions/download-artifact@3e5f45b2cfb9172054b4087a40e8e0b5a5461e7c,external_dependency,terminal,actions/download-artifact@3e5f45b2cfb9172054b4087a40e8e0b5a5461e7c,SHA/digest-pinned external action or container
R00051,.github/workflows/add-community-bundle.lock.yml,1665,yaml_uses,actions/download-artifact@3e5f45b2cfb9172054b4087a40e8e0b5a5461e7c,actions/download-artifact@3e5f45b2cfb9172054b4087a40e8e0b5a5461e7c,external_dependency,terminal,actions/download-artifact@3e5f45b2cfb9172054b4087a40e8e0b5a5461e7c,SHA/digest-pinned external action or container
R00052,.github/workflows/add-community-bundle.lock.yml,1672,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00053,.github/workflows/add-community-bundle.lock.yml,1681,yaml_uses,actions/checkout@3d3c42e5aac5ba805825da76410c181273ba90b1,actions/checkout@3d3c42e5aac5ba805825da76410c181273ba90b1,external_dependency,terminal,actions/checkout@3d3c42e5aac5ba805825da76410c181273ba90b1,SHA/digest-pinned external action or container
R00054,.github/workflows/add-community-bundle.lock.yml,1689,yaml_uses,actions/checkout@3d3c42e5aac5ba805825da76410c181273ba90b1,actions/checkout@3d3c42e5aac5ba805825da76410c181273ba90b1,external_dependency,terminal,actions/checkout@3d3c42e5aac5ba805825da76410c181273ba90b1,SHA/digest-pinned external action or container
R00055,.github/workflows/add-community-bundle.lock.yml,1721,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00056,.github/workflows/add-community-bundle.lock.yml,1739,yaml_uses,actions/upload-artifact@043fb46d1a93c77aae656e7c1c64a875d1fc6a0a,actions/upload-artifact@043fb46d1a93c77aae656e7c1c64a875d1fc6a0a,external_dependency,terminal,actions/upload-artifact@043fb46d1a93c77aae656e7c1c64a875d1fc6a0a,SHA/digest-pinned external action or container
R00057,.github/workflows/add-community-bundle.md,102,markdown_link,?:[a-z0-9._-]*[a-z0-9],?:[a-z0-9._-]*[a-z0-9],repository_file,resolved,.github/workflows/add-community-bundle.md,Markdown target resolution
R00058,.github/workflows/add-community-bundle.md,245,markdown_link,<repository>,repository,prose_example,terminal,n/a,Markdown target resolution
R00059,.github/workflows/add-community-bundle.md,1,generated_pair,.github/workflows/add-community-bundle.lock.yml,.github/workflows/add-community-bundle.lock.yml,generated_artifact,resolved,.github/workflows/add-community-bundle.lock.yml,tracked Agentic Workflow source/lock pair
R00060,.github/workflows/add-community-extension.lock.yml,101,yaml_uses,github/gh-aw-actions/setup@c0338fef4749d08c21f8f975fb0e37efa17dda47,github/gh-aw-actions/setup@c0338fef4749d08c21f8f975fb0e37efa17dda47,external_dependency,terminal,github/gh-aw-actions/setup@c0338fef4749d08c21f8f975fb0e37efa17dda47,SHA/digest-pinned external action or container
R00061,.github/workflows/add-community-extension.lock.yml,134,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00062,.github/workflows/add-community-extension.lock.yml,144,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00063,.github/workflows/add-community-extension.lock.yml,165,yaml_uses,actions/checkout@3d3c42e5aac5ba805825da76410c181273ba90b1,actions/checkout@3d3c42e5aac5ba805825da76410c181273ba90b1,external_dependency,terminal,actions/checkout@3d3c42e5aac5ba805825da76410c181273ba90b1,SHA/digest-pinned external action or container
R00064,.github/workflows/add-community-extension.lock.yml,188,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00065,.github/workflows/add-community-extension.lock.yml,199,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00066,.github/workflows/add-community-extension.lock.yml,210,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00067,.github/workflows/add-community-extension.lock.yml,302,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00068,.github/workflows/add-community-extension.lock.yml,314,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00069,.github/workflows/add-community-extension.lock.yml,364,yaml_uses,actions/upload-artifact@043fb46d1a93c77aae656e7c1c64a875d1fc6a0a,actions/upload-artifact@043fb46d1a93c77aae656e7c1c64a875d1fc6a0a,external_dependency,terminal,actions/upload-artifact@043fb46d1a93c77aae656e7c1c64a875d1fc6a0a,SHA/digest-pinned external action or container
R00070,.github/workflows/add-community-extension.lock.yml,416,yaml_uses,github/gh-aw-actions/setup@c0338fef4749d08c21f8f975fb0e37efa17dda47,github/gh-aw-actions/setup@c0338fef4749d08c21f8f975fb0e37efa17dda47,external_dependency,terminal,github/gh-aw-actions/setup@c0338fef4749d08c21f8f975fb0e37efa17dda47,SHA/digest-pinned external action or container
R00071,.github/workflows/add-community-extension.lock.yml,437,yaml_uses,actions/checkout@3d3c42e5aac5ba805825da76410c181273ba90b1,actions/checkout@3d3c42e5aac5ba805825da76410c181273ba90b1,external_dependency,terminal,actions/checkout@3d3c42e5aac5ba805825da76410c181273ba90b1,SHA/digest-pinned external action or container
R00072,.github/workflows/add-community-extension.lock.yml,464,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00073,.github/workflows/add-community-extension.lock.yml,488,yaml_uses,actions/download-artifact@3e5f45b2cfb9172054b4087a40e8e0b5a5461e7c,actions/download-artifact@3e5f45b2cfb9172054b4087a40e8e0b5a5461e7c,external_dependency,terminal,actions/download-artifact@3e5f45b2cfb9172054b4087a40e8e0b5a5461e7c,SHA/digest-pinned external action or container
R00074,.github/workflows/add-community-extension.lock.yml,687,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00075,.github/workflows/add-community-extension.lock.yml,822,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00076,.github/workflows/add-community-extension.lock.yml,960,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00077,.github/workflows/add-community-extension.lock.yml,986,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00078,.github/workflows/add-community-extension.lock.yml,1000,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00079,.github/workflows/add-community-extension.lock.yml,1012,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00080,.github/workflows/add-community-extension.lock.yml,1037,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00081,.github/workflows/add-community-extension.lock.yml,1047,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00082,.github/workflows/add-community-extension.lock.yml,1063,yaml_uses,actions/upload-artifact@043fb46d1a93c77aae656e7c1c64a875d1fc6a0a,actions/upload-artifact@043fb46d1a93c77aae656e7c1c64a875d1fc6a0a,external_dependency,terminal,actions/upload-artifact@043fb46d1a93c77aae656e7c1c64a875d1fc6a0a,SHA/digest-pinned external action or container
R00083,.github/workflows/add-community-extension.lock.yml,1115,yaml_uses,github/gh-aw-actions/setup@c0338fef4749d08c21f8f975fb0e37efa17dda47,github/gh-aw-actions/setup@c0338fef4749d08c21f8f975fb0e37efa17dda47,external_dependency,terminal,github/gh-aw-actions/setup@c0338fef4749d08c21f8f975fb0e37efa17dda47,SHA/digest-pinned external action or container
R00084,.github/workflows/add-community-extension.lock.yml,1130,yaml_uses,actions/download-artifact@3e5f45b2cfb9172054b4087a40e8e0b5a5461e7c,actions/download-artifact@3e5f45b2cfb9172054b4087a40e8e0b5a5461e7c,external_dependency,terminal,actions/download-artifact@3e5f45b2cfb9172054b4087a40e8e0b5a5461e7c,SHA/digest-pinned external action or container
R00085,.github/workflows/add-community-extension.lock.yml,1165,yaml_uses,actions/upload-artifact@043fb46d1a93c77aae656e7c1c64a875d1fc6a0a,actions/upload-artifact@043fb46d1a93c77aae656e7c1c64a875d1fc6a0a,external_dependency,terminal,actions/upload-artifact@043fb46d1a93c77aae656e7c1c64a875d1fc6a0a,SHA/digest-pinned external action or container
R00086,.github/workflows/add-community-extension.lock.yml,1177,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00087,.github/workflows/add-community-extension.lock.yml,1199,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
R00088,.github/workflows/add-community-extension.lock.yml,1216,yaml_uses,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,external_dependency,terminal,actions/github-script@3a2844b7e9c422d3c10d287c895573f7108da1b3,SHA/digest-pinned external action or container
