GearRow,Path,Category,Bytes,Lines,SHA256,SemanticMethod,SemanticSynopsis,ReferenceCount,TerminalClasses,ReferenceStatuses,BrokenReferenceCount,SourceEvidence
151,extensions/template/CHANGELOG.md,plugin_or_adapter,888,40,A8AE296CE292C01C271C23670359B87480658E521D9DDB8FB316246BFD03823B,markdown_structure,Markdown; headings=7; lead=Changelog | [Unreleased] | Planned,4,external_dependency=4,terminal=4,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/extensions/template/CHANGELOG.md#L1-L40
152,extensions/template/commands/example.md,plugin_or_adapter,4444,211,4D23361BC7B3111F47285D8F2C1BB8BEE06C81F24571ADCD1C4881D57B16CD56,markdown_structure,Markdown; headings=27; lead=CUSTOMIZE: List MCP tools this command uses | Example Command | Purpose,0,none,none,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/extensions/template/commands/example.md#L1-L211
153,extensions/template/config-template.yml,plugin_or_adapter,1872,76,51306901971DB9B3B296442796DE91969336200DC8BF827AC499E5B37B8EDDF9,yaml_structure,"YAML; top-level keys=connection,project,features,defaults,field_mappings,advanced",0,none,none,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/extensions/template/config-template.yml#L1-L76
154,extensions/template/EXAMPLE-README.md,plugin_or_adapter,3144,159,7B3F69E414E8ACD1CD213A98261DA701707B0EDA6BE54B6CE67ED02114865958,markdown_structure,Markdown; headings=26; lead=EXAMPLE: Extension README | My Extension | Features,1,repository_file=1,resolved=1,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/extensions/template/EXAMPLE-README.md#L1-L159
155,extensions/template/extension.yml,plugin_or_adapter,3635,114,12FC2948A367A04A9180783DD0007F1D744F44347352A95A73F485FE8998F529,yaml_structure,"YAML; top-level keys=schema_version,extension,requires,provides,hooks,tags,defaults",0,none,none,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/extensions/template/extension.yml#L1-L114
156,extensions/template/LICENSE,plugin_or_adapter,1084,22,31EEB5020675BD63B71F4F8E69C20698DC81510D641AF442A4205656B5B65647,text_structure,extensionless text; lead=MIT License,0,none,none,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/extensions/template/LICENSE#L1-L22
157,extensions/template/README.md,plugin_or_adapter,2067,80,9276583C3ADFB17DD4E33F6D11E4118BFC478A5E51F086EE933ECF853BEC2D5B,markdown_structure,Markdown; headings=6; lead=Extension Template | Quick Start | Files in This Template,0,none,none,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/extensions/template/README.md#L1-L80
158,integrations/catalog.community.json,configuration_or_data,203,7,217FA305377BDF798A168795416593C514035B7978683B34F070131FCEA9B5D3,json_parse,"JSON dict; top-level keys=schema_version,updated_at,catalog_url,integrations",0,none,none,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/integrations/catalog.community.json#L1-L7
159,integrations/catalog.json,configuration_or_data,10600,341,AE1D1850A17EC97B62714F76B77ADB9C0B89238A131B1F9FBB08914D585D83C8,json_parse,"JSON dict; top-level keys=schema_version,updated_at,catalog_url,integrations",0,none,none,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/integrations/catalog.json#L1-L341
160,integrations/CONTRIBUTING.md,documentation,4741,143,8733E993864F7FC484C4FF2A30636F83FBC257B5F828A5A886CD49BE20746BEB,markdown_structure,Markdown; headings=13; lead=Contributing to the Integration Catalog | Adding a Built-In Integration | Checklist,1,external_dependency=1,terminal=1,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/integrations/CONTRIBUTING.md#L1-L143
161,integrations/README.md,documentation,3620,130,D1B2D81BC6947C19AAD6C66CE869E0292A3A3BC0DB8DFA1E835E11AC933D4C86,markdown_structure,Markdown; headings=16; lead=Spec Kit Integration Catalog | Catalog Files | Built-In Catalog (`catalog.json`),1,repository_file=1,resolved=1,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/integrations/README.md#L1-L130
162,LICENSE,source_or_other,1060,22,2510B446BC1F0CF9702453075D20CD88631E20E5642658EDB7325D9C1EB534F7,text_structure,extensionless text; lead=MIT License,0,none,none,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/LICENSE#L1-L22
163,newsletters/2026-April.md,documentation,24032,148,4066ADDDBD979F3FD10243CDEF1D9F3FC28F09ADC53D08C84123E6A23EBC068B,markdown_structure,Markdown; headings=15; lead=Spec Kit - April 2026 Newsletter | Spec Kit Project Updates | Releases Overview,0,none,none,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/newsletters/2026-April.md#L1-L148
164,newsletters/2026-February.md,documentation,11584,55,EB8E76E52EBB3AD28300E7FACEC6103E3ABDE311FFC8E22C65B4A6FF971C8F3B,markdown_structure,Markdown; headings=5; lead=Spec Kit - February 2026 Newsletter | Spec Kit Project Updates | Community & Content,2,external_dependency=2,terminal=2,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/newsletters/2026-February.md#L1-L55
165,newsletters/2026-June.md,documentation,28933,157,7C589A18DC3FEA8A7748F33AB0C69307831C3555B17DDF4BC115CB25193068B7,markdown_structure,Markdown; headings=20; lead=Spec Kit - June 2026 Newsletter | Spec Kit Project Updates | Releases Overview,0,none,none,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/newsletters/2026-June.md#L1-L157
166,newsletters/2026-March.md,documentation,13207,79,3E44BB806ED79F0F60BF6CB8B8475DB15F242BEC4018DF698118A1033A6D4C35,markdown_structure,Markdown; headings=12; lead=Spec Kit - March 2026 Newsletter | Spec Kit Project Updates | Releases Overview,0,none,none,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/newsletters/2026-March.md#L1-L79
167,newsletters/2026-May.md,documentation,21460,139,552FEDAC6DAC12C458EF6C5AB01C6009858245A1990F73BEA0B9C6274019809F,markdown_structure,Markdown; headings=17; lead=Spec Kit - May 2026 Newsletter | Spec Kit Project Updates | Releases Overview,0,none,none,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/newsletters/2026-May.md#L1-L139
168,presets/ARCHITECTURE.md,documentation,8352,175,FD89BA24FD4D6AD3DE111660120B920CCC31735AF73B9015D1D9FEC6628CDF31,markdown_structure,Markdown; headings=10; lead=Preset System Architecture | Template Resolution | Composition Strategies,1,repository_file=1,resolved=1,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/presets/ARCHITECTURE.md#L1-L175
169,presets/catalog.community.json,configuration_or_data,34535,874,5FA30116A2D7EAA193382A4F007E8F22D057F8FD32E325EADE378D5BA37D4556,json_parse,"JSON dict; top-level keys=schema_version,updated_at,catalog_url,presets",0,none,none,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/presets/catalog.community.json#L1-L874
170,presets/catalog.json,configuration_or_data,1480,54,1FABB74BAE220CE112DC7875F337E523D3FC8EAC15D06CA107F9D694751037E5,json_parse,"JSON dict; top-level keys=schema_version,updated_at,catalog_url,presets",0,none,none,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/presets/catalog.json#L1-L54
171,presets/constitution-sync/commands/speckit.constitution.md,orchestration_asset,3533,55,DBA4007AA58578B7EDFC0B7DEDF6B5D02668677227011A85F0BE1E673DA0CD31,markdown_structure,Markdown; headings=1; lead=Constitution Template Sync,0,none,none,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/presets/constitution-sync/commands/speckit.constitution.md#L1-L55
172,presets/constitution-sync/preset.yml,configuration_or_data,999,31,F1AAF71BEC530E4103147820777009C17A7B67C531769E5338E783947C5CBB13,yaml_structure,"YAML; top-level keys=schema_version,preset,requires,provides,tags",0,none,none,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/presets/constitution-sync/preset.yml#L1-L31
173,presets/constitution-sync/README.md,documentation,6500,127,2C7DD7F12C4AED4029CFA1D6FE163E11248FCF7748C974BCD012EA38C63447E4,markdown_structure,Markdown; headings=14; lead=Constitution Template Sync | What it does | What it does not do,1,repository_file=1,resolved=1,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/presets/constitution-sync/README.md#L1-L127
174,presets/lean/commands/speckit.constitution.md,orchestration_asset,1367,34,56CA2FFC2938D04285ADC8E0A7CC33164D7F0B8538D5B8AA70791DE6DDB9F0A0,markdown_structure,Markdown; headings=3; lead=User Input | Scope Guard | Outline,0,none,none,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/presets/lean/commands/speckit.constitution.md#L1-L34
175,presets/lean/commands/speckit.implement.md,orchestration_asset,674,23,D50654EBFAD997092A939D7020E546C48BE47AA676C7DDEB90EB70B5CF20767C,markdown_structure,Markdown; headings=2; lead=User Input | Outline,0,none,none,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/presets/lean/commands/speckit.implement.md#L1-L23
176,presets/lean/commands/speckit.plan.md,orchestration_asset,471,20,D4DBD594DC8EA9853583353CFC556AC419FFEDF2300C207D4CE75C24DEBE2AB9,markdown_structure,Markdown; headings=2; lead=User Input | Outline,0,none,none,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/presets/lean/commands/speckit.plan.md#L1-L20
177,presets/lean/commands/speckit.specify.md,orchestration_asset,618,24,9D68997CE418CC3293F66F946681BED0A33328C64A05757C0554DED19EEC0CE2,markdown_structure,Markdown; headings=2; lead=User Input | Outline,0,none,none,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/presets/lean/commands/speckit.specify.md#L1-L24
178,presets/lean/commands/speckit.tasks.md,orchestration_asset,605,20,B363ACD5CDBC3312B2FA03C763913515947FEB214702281FE13355401EBD0210,markdown_structure,Markdown; headings=2; lead=User Input | Outline,0,none,none,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/presets/lean/commands/speckit.tasks.md#L1-L20
179,presets/lean/preset.yml,configuration_or_data,1385,52,D316B3AD5F41988D51FE2B7FAEDAB9C942EDC68B44CF6970D5E26EF5A8522751,yaml_structure,"YAML; top-level keys=schema_version,preset,requires,provides,tags",0,none,none,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/presets/lean/preset.yml#L1-L52
180,presets/lean/README.md,documentation,1441,46,7F7291892EDC0FADCC18A027C7BC06FF6767CE08F21039876CD7F455BE200536,markdown_structure,Markdown; headings=11; lead=Lean Workflow | When to Use | Commands Included,0,none,none,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/presets/lean/README.md#L1-L46
181,presets/PUBLISHING.md,documentation,12324,358,3DA6DF6CFA66F941469C2217E9EAEF044C96C950EF89B1B91CFCD971E0946149,markdown_structure,Markdown; headings=34; lead=Preset Publishing Guide | Table of Contents | Prerequisites,9,external_dependency=1;repository_file=8,resolved=8;terminal=1,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/presets/PUBLISHING.md#L1-L358
182,presets/README.md,documentation,7261,159,667DE871C1990C18A18EA989F111A739545282E1F44E700826F50B6ABE8BE8BD,markdown_structure,Markdown; headings=26; lead=Presets | How It Works | Command Overrides,2,repository_file=2,resolved=2,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/presets/README.md#L1-L159
183,presets/scaffold/commands/speckit.myext.myextcmd.md,orchestration_asset,753,21,FA5C348453AC7BC87CB86CCF22A367E7CD06BE2D748E61CB8C4CA0981152BBF9,markdown_structure,Markdown; headings=0; lead=---,0,none,none,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/presets/scaffold/commands/speckit.myext.myextcmd.md#L1-L21
184,presets/scaffold/commands/speckit.specify.md,orchestration_asset,707,24,F8517CC299598DE8A5B200769D41864EA02E062AD5F196AF164FE4C034231C4D,markdown_structure,Markdown; headings=1; lead=User Input,0,none,none,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/presets/scaffold/commands/speckit.specify.md#L1-L24
185,presets/scaffold/preset.yml,configuration_or_data,4480,121,F991A9C0226B14A0A56F7737EEF2E698B9D570EF05D50138F313267005E2DB8D,yaml_structure,"YAML; top-level keys=schema_version,preset,requires,provides,tags",0,none,none,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/presets/scaffold/preset.yml#L1-L121
186,presets/scaffold/README.md,documentation,1750,47,0F0CB095A73721B928F5B80BE1653C4EC172CEB32589CCC83F6099C0D5C11574,markdown_structure,Markdown; headings=7; lead=My Preset | Templates Included | Development,1,repository_file=1,resolved=1,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/presets/scaffold/README.md#L1-L47
187,presets/scaffold/templates/myext-template.md,orchestration_asset,422,25,5F72484E29355ACC2BC2CFD9D4C5A5295296B852B6348A5EDE7C0CC91D4472AA,markdown_structure,Markdown; headings=4; lead=MyExt Report | Summary | Details,0,none,none,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/presets/scaffold/templates/myext-template.md#L1-L25
188,presets/scaffold/templates/spec-template.md,orchestration_asset,247,19,15295AFCC19AFBD0AE2A01A007B609E3CD8DB7AD4D73DBFB94604B62F5114889,markdown_structure,Markdown; headings=4; lead=Feature Specification: [FEATURE NAME] | Overview | Requirements,0,none,none,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/presets/scaffold/templates/spec-template.md#L1-L19
189,presets/self-test/commands/speckit.specify.md,orchestration_asset,439,16,3B8FE91D721F37038BF0C89CBBFD18CD00CC67F932CFBE067D1EE59BB8208DED,markdown_structure,Markdown; headings=0; lead=---,0,none,none,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/presets/self-test/commands/speckit.specify.md#L1-L16
190,presets/self-test/commands/speckit.wrap-test.md,orchestration_asset,201,15,FD58272DC1C3D83E2412BB8DB8B5DE564CD073002B7BF9A65AD6390A30BE4554,markdown_structure,Markdown; headings=2; lead=Preset Pre-Logic | Preset Post-Logic,0,none,none,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/presets/self-test/commands/speckit.wrap-test.md#L1-L15
191,presets/self-test/preset.yml,configuration_or_data,1613,61,724EE6329BDCABA2BAA8C27A418BCACF39FC2B575019617ABE99D811145F437F,yaml_structure,"YAML; top-level keys=schema_version,preset,requires,provides,tags",0,none,none,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/presets/self-test/preset.yml#L1-L61
192,presets/self-test/templates/checklist-template.md,orchestration_asset,249,16,02243E94CE2E88A419813B7EF2AD607D8ECD5E3A638D63F20D0984EEFE5F0882,markdown_structure,Markdown; headings=3; lead=Checklist (Self-Test Preset) | Pre-Implementation | Post-Implementation,0,none,none,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/presets/self-test/templates/checklist-template.md#L1-L16
193,presets/self-test/templates/constitution-template.md,orchestration_asset,205,16,70E00709AF58ECFB933B5F138EAA6779A57A1C463D11B0E1A9D30B0E4BE303BC,markdown_structure,Markdown; headings=3; lead=Constitution (Self-Test Preset) | Principles | Guidelines,0,none,none,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/presets/self-test/templates/constitution-template.md#L1-L16
194,presets/self-test/templates/plan-template.md,orchestration_asset,258,23,513E5B5437B77C0EB0889A65F0A35F5C55E8A0B46134E52ADEC18D9062EDB3F8,markdown_structure,Markdown; headings=5; lead=Implementation Plan (Self-Test Preset) | Approach | Steps,0,none,none,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/presets/self-test/templates/plan-template.md#L1-L23
195,presets/self-test/templates/spec-template.md,orchestration_asset,325,24,63335B93BD58B601C5A619D64EC0D6A87821EB6AE53A88667A616CC2215F7C32,markdown_structure,Markdown; headings=5; lead=Feature Specification (Self-Test Preset) | Overview | Requirements,0,none,none,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/presets/self-test/templates/spec-template.md#L1-L24
196,presets/self-test/templates/tasks-template.md,orchestration_asset,239,18,D489949350E1E1111B892D50F384EB76A599280938830EFFA88D93C186DFEB9A,markdown_structure,Markdown; headings=3; lead=Tasks (Self-Test Preset) | Task List | Estimation,0,none,none,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/presets/self-test/templates/tasks-template.md#L1-L18
197,pyproject.toml,configuration_or_data,3289,91,6AE3DC69256B78AC1C6DF1F72834F0D1ACF32F8E205EE65E4853D948ED7E3E7F,toml_parse,"TOML; top-level keys=project,build-system,tool",0,none,none,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/pyproject.toml#L1-L91
198,README.md,documentation,21681,383,78C2306553A708839C3B21D57C5F586C4C8BF73F36FBEA9B45481811C5098410,markdown_structure,Markdown; headings=46; lead=Table of Contents | 🤔 What is Spec-Driven Development? | ⚡ Get Started,52,external_dependency=24;prose_example=1;repository_file=27,resolved=27;terminal=25,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/README.md#L1-L383
199,README.zh-CN.md,documentation,20439,362,F8D10C077A19E15234727542A373CA573B82468D2642B8D06E9C8C72DCFC29EE,markdown_structure,Markdown; headings=46; lead=目录 | 🤔 什么是规范驱动开发？ | ⚡ 快速开始,52,external_dependency=23;prose_example=1;repository_file=28,resolved=28;terminal=24,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/README.zh-CN.md#L1-L362
200,scripts/bash/check-prerequisites.sh,orchestration_asset,6420,196,24C1092C0A7BC4F3EFB95245561EBA6CFE88382794DA2EBB5F193BFE1C0109C3,script_structure,sh script; functions=none; lead=#!/usr/bin/env bash,1,prose_example=1,terminal=1,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/scripts/bash/check-prerequisites.sh#L1-L196
201,scripts/bash/common.sh,orchestration_asset,29810,705,6FF86BF39F6B4684B0F80927DC7A1DADEC26B4671988A3FE4D6C2523CBD3AA22,script_structure,"sh script; functions=find_specify_root,resolve_specify_init_dir,get_repo_root,get_current_branch,read_feature_json_feature_directory,_persist_feature_json,get_feature_paths,has_jq,get_invoke_separator,format_speckit_command,json_escape,check_file; lead=#!/usr/bin/env bash",0,none,none,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/scripts/bash/common.sh#L1-L705
202,scripts/bash/create-new-feature.sh,orchestration_asset,15208,393,AD09A94A2C1107E25E5386A834DA1D7A31F9ABB06AB8BFD323A7B84038221E39,script_structure,"sh script; functions=is_feature_number_in_range,get_highest_from_specs,spec_prefix_exists,clean_branch_name,fit_branch_name,shell_quote,generate_branch_name; lead=#!/usr/bin/env bash",1,prose_example=1,terminal=1,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/scripts/bash/create-new-feature.sh#L1-L393
203,scripts/bash/setup-plan.sh,orchestration_asset,2493,84,4469B22960F43C07C33DCA00DE6DEDB252145E9A9CE8FBB0E63BE82E02B082AB,script_structure,sh script; functions=none; lead=#!/usr/bin/env bash,1,prose_example=1,terminal=1,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/scripts/bash/setup-plan.sh#L1-L84
204,scripts/bash/setup-tasks.sh,orchestration_asset,3299,92,45CA99EE6A45BF964233EDA33248B30E6B960B1ED881A69DD777E8C3D0B00F21,script_structure,sh script; functions=none; lead=#!/usr/bin/env bash,1,prose_example=1,terminal=1,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/scripts/bash/setup-tasks.sh#L1-L92
205,scripts/powershell/check-prerequisites.ps1,orchestration_asset,5213,154,D8D61478E4F3A04DF0832DBA155361888343CC3AADE1427E017C5C2549C51799,script_structure,ps1 script; functions=none; lead=#!/usr/bin/env pwsh,0,none,none,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/scripts/powershell/check-prerequisites.ps1#L1-L154
206,scripts/powershell/common.ps1,orchestration_asset,27177,640,70D40E13EDA801D4E89C337FEBBB7F4F6CDD18DAC8DDDCEF645BB045C17EADB2,script_structure,"ps1 script; functions=Find-SpecifyRoot,Resolve-SpecifyInitDir,Get-RepoRoot,Get-CurrentBranch,Save-FeatureJson,Get-FeaturePathsEnv,Test-FileExists,Test-DirHasFiles,Get-InvokeSeparator,Format-SpecKitCommand,Get-Python3Command,Resolve-Template; lead=#!/usr/bin/env pwsh",0,none,none,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/scripts/powershell/common.ps1#L1-L640
207,scripts/powershell/create-new-feature.ps1,orchestration_asset,13126,317,DBC275BC999EBC0D7022F9725BF022674CF97A435FA57C32439D161B3E9844C1,script_structure,"ps1 script; functions=Get-HighestNumberFromSpecs,Test-SpecPrefixInUse,ConvertTo-CleanBranchName,Get-FittedBranchName,Get-BranchName; lead=#!/usr/bin/env pwsh",0,none,none,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/scripts/powershell/create-new-feature.ps1#L1-L317
208,scripts/powershell/setup-plan.ps1,orchestration_asset,3112,86,76262F13B36C02244AA4217B076997C1489DA27528E3D4EB01FCF639BFF50EAF,script_structure,ps1 script; functions=none; lead=#!/usr/bin/env pwsh,0,none,none,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/scripts/powershell/setup-plan.ps1#L1-L86
209,scripts/powershell/setup-tasks.ps1,orchestration_asset,3344,83,8D51885CE9AF1F1B08294162E0703E347401DD1A7592B7526D78407DF9CA5BD6,script_structure,ps1 script; functions=none; lead=#!/usr/bin/env pwsh,0,none,none,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/scripts/powershell/setup-tasks.ps1#L1-L83
210,scripts/python/check_prerequisites.py,orchestration_asset,6424,208,74DF3EF0A05141D85ED1473B315446FA93C62CA3D1BDE87FB8D4459011277FA7,python_ast,"Python module; top-level symbols=_json_line,Args,_parse_args,_dir_has_entries,_available_docs,_print_paths_only,_check_file,_check_dir,_print_text_results,main",7,external_dependency=7,terminal=7,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/scripts/python/check_prerequisites.py#L1-L208
211,scripts/python/common.py,orchestration_asset,10139,294,1D61AE07A4286C38C4ED82CA2B190EB09E338AA7F9C732547F7FEFFE1814C609,python_ast,"Python module; top-level symbols=_trim_trailing_separators,find_specify_root,resolve_specify_init_dir,get_repo_root,get_current_branch,read_feature_json_feature_directory,_json_dump,persist_feature_json,FeaturePaths,get_feature_paths,_sorted_preset_ids,resolve_template",6,external_dependency=6,terminal=6,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/scripts/python/common.py#L1-L294
212,scripts/python/create_new_feature.py,orchestration_asset,14644,423,6FDCC954BF121CB4B24D4DAFC442F72A8241B9EB05A186B19D37B2F1C634F143,python_ast,"Python module; top-level symbols=_json_line,_int64_from_digits,_persistence_assignments,_usage,_help_text,Args,_parse_args,_clean_branch_name,_generate_branch_name,_get_highest_from_specs,_fit_branch_name,_spec_prefix_exists",11,external_dependency=11,terminal=11,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/scripts/python/create_new_feature.py#L1-L423
213,scripts/python/setup_plan.py,orchestration_asset,2799,87,D89BF18F8C57DE802700EC6BEFABC01A359F296FB5D9B2481E96EC62539BB4DA,python_ast,"Python module; top-level symbols=_json_line,_help_text,main",7,external_dependency=7,terminal=7,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/scripts/python/setup_plan.py#L1-L87
214,scripts/python/setup_tasks.py,orchestration_asset,4539,146,23FB1595011649D57EF699EED41E853B53DD3EDA47FB5D1417514963FAF7928F,python_ast,"Python module; top-level symbols=_json_line,_help_text,_dir_has_entries,_available_docs,_check_file,_check_dir,main",6,external_dependency=6,terminal=6,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/scripts/python/setup_tasks.py#L1-L146
215,SECURITY.md,documentation,1736,32,9AE49ECA7ED2EFC420275B70214E64904F689454FCFF024EB20D283946ED8B95,markdown_structure,Markdown; headings=3; lead=Security Policy | Reporting Security Issues | Policy,3,external_dependency=3,terminal=3,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/SECURITY.md#L1-L32
216,spec-driven.md,documentation,26229,419,1517EBA9868E7066541FFA484009D5EB9C7D8D04BF740DBFD86E5E88C396F0C6,markdown_structure,Markdown; headings=57; lead=Specification-Driven Development (SDD) | The Power Inversion | The SDD Workflow in Practice,0,none,none,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/spec-driven.md#L1-L419
217,spec-kit.code-workspace,source_or_other,61,9,FB61B9FBFA90B43BA94D49BA722AC51BEDA4B418B1E97A387D4E1AB472A2D0CC,text_structure,.code-workspace text; lead={,0,none,none,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/spec-kit.code-workspace#L1-L9
218,src/specify_cli/__init__.py,executable_source,21085,600,ACA45B07B1C745A80637B89A8B3C9A10C045F7CA33D1D5EF8B93C7C05112FE8C,python_ast,"Python module; top-level symbols=_version_callback,callback,_refresh_shared_templates,_install_shared_infra,_install_shared_infra_or_exit,ensure_executable_scripts,_get_skills_dir,resolve_active_skills_dir,_cli_error_detail,_cli_phase_label,_print_cli_warning,check",27,executable=18;external_dependency=9,resolved=18;terminal=9,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/__init__.py#L1-L600
219,src/specify_cli/_agent_config.py,executable_source,671,25,34D7290D8E9281E8FFB54E2263BA1A6DCBDD1BFA812A0911DD8DE6564689D882,python_ast,Python module; top-level symbols=_build_agent_config,3,executable=1;external_dependency=2,resolved=1;terminal=2,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/_agent_config.py#L1-L25
220,src/specify_cli/_assets.py,executable_source,4055,122,5B540633CA45F6B35675647BD4FC755905851618C634920F15C51DC61F81F505,python_ast,"Python module; top-level symbols=_locate_core_pack,_repo_root,_locate_bundled_extension,_locate_bundled_workflow,_locate_bundled_preset,get_speckit_version",5,external_dependency=5,terminal=5,0,https://github.com/github/spec-kit/blob/d1e86f638277a99b82715c22c90558cd58d3cffd/src/specify_cli/_assets.py#L1-L122
