"Source","Line","Target","Kind","ResolvedPath","Exists"
"paul-framework\workflows\discuss-milestone.md","26","src/templates/milestone-context.md","static","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\work\evidence\christopherkahler-paul\install-smoke\src\templates\milestone-context.md","False"
"paul-framework\workflows\discuss-phase.md","22",".paul/STATE.md","dynamic_or_example",,
"paul-framework\workflows\discuss-phase.md","23",".paul/PROJECT.md","dynamic_or_example",,
"paul-framework\workflows\discuss-phase.md","24",".paul/ROADMAP.md","dynamic_or_example",,
"paul-framework\workflows\discuss-phase.md","28","src/templates/CONTEXT.md","static","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\work\evidence\christopherkahler-paul\install-smoke\src\templates\CONTEXT.md","False"
"paul-framework\workflows\init-project.md","26","src/templates/config.md","static","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\work\evidence\christopherkahler-paul\install-smoke\src\templates\config.md","False"
"paul-framework\workflows\init-project.md","27","src/templates/paul-toml.md","static","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\work\evidence\christopherkahler-paul\install-smoke\src\templates\paul-toml.md","False"
"paul-framework\workflows\init-project.md","28","src/references/toml-sync.md","static","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\work\evidence\christopherkahler-paul\install-smoke\src\references\toml-sync.md","False"
"paul-framework\workflows\init-project.md","29","src/references/sonarqube-integration.md","static","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\work\evidence\christopherkahler-paul\install-smoke\src\references\sonarqube-integration.md","False"
"paul-framework\workflows\init-project.md","486","src/templates/paul-toml.md","static","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\work\evidence\christopherkahler-paul\install-smoke\src\templates\paul-toml.md","False"
"paul-framework\workflows\init-project.md","486","src/references/toml-sync.md","static","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\work\evidence\christopherkahler-paul\install-smoke\src\references\toml-sync.md","False"
"paul-framework\workflows\init-project.md","743","workflows/configure-special-flows.md","static","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\work\evidence\christopherkahler-paul\install-smoke\paul-framework\workflows\configure-special-flows.md","True"
"paul-framework\workflows\map-codebase.md","22","src/templates/codebase/stack.md","static","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\work\evidence\christopherkahler-paul\install-smoke\src\templates\codebase\stack.md","False"
"paul-framework\workflows\map-codebase.md","23","src/templates/codebase/architecture.md","static","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\work\evidence\christopherkahler-paul\install-smoke\src\templates\codebase\architecture.md","False"
"paul-framework\workflows\map-codebase.md","24","src/templates/codebase/structure.md","static","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\work\evidence\christopherkahler-paul\install-smoke\src\templates\codebase\structure.md","False"
"paul-framework\workflows\map-codebase.md","25","src/templates/codebase/conventions.md","static","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\work\evidence\christopherkahler-paul\install-smoke\src\templates\codebase\conventions.md","False"
"paul-framework\workflows\map-codebase.md","26","src/templates/codebase/testing.md","static","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\work\evidence\christopherkahler-paul\install-smoke\src\templates\codebase\testing.md","False"
"paul-framework\workflows\map-codebase.md","27","src/templates/codebase/integrations.md","static","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\work\evidence\christopherkahler-paul\install-smoke\src\templates\codebase\integrations.md","False"
"paul-framework\workflows\map-codebase.md","28","src/templates/codebase/concerns.md","static","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\work\evidence\christopherkahler-paul\install-smoke\src\templates\codebase\concerns.md","False"
"paul-framework\workflows\pause-work.md","17",".paul/STATE.md","dynamic_or_example",,
"paul-framework\workflows\pause-work.md","18",".paul/PROJECT.md","dynamic_or_example",,
"paul-framework\workflows\pause-work.md","22","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\work\evidence\christopherkahler-paul\install-smoke/paul-framework/references/context-management.md","static","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\work\evidence\christopherkahler-paul\install-smoke\paul-framework\references\context-management.md","True"
"paul-framework\workflows\pause-work.md","23","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\work\evidence\christopherkahler-paul\install-smoke/paul-framework/templates/HANDOFF.md","static","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\work\evidence\christopherkahler-paul\install-smoke\paul-framework\templates\HANDOFF.md","True"
"paul-framework\workflows\plan-phase.md","19",".paul/STATE.md","dynamic_or_example",,
"paul-framework\workflows\plan-phase.md","20",".paul/ROADMAP.md","dynamic_or_example",,
"paul-framework\workflows\plan-phase.md","21",".paul/PROJECT.md","dynamic_or_example",,
"paul-framework\workflows\plan-phase.md","22",".paul/phases/{prior-phase}/{plan}-SUMMARY.md","dynamic_or_example",,
"paul-framework\workflows\plan-phase.md","26","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\work\evidence\christopherkahler-paul\install-smoke/paul-framework/references/plan-format.md","static","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\work\evidence\christopherkahler-paul\install-smoke\paul-framework\references\plan-format.md","True"
"paul-framework\workflows\plan-phase.md","27","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\work\evidence\christopherkahler-paul\install-smoke/paul-framework/references/checkpoints.md","static","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\work\evidence\christopherkahler-paul\install-smoke\paul-framework\references\checkpoints.md","True"
"paul-framework\workflows\plan-phase.md","28","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\work\evidence\christopherkahler-paul\install-smoke/paul-framework/templates/PLAN.md","static","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\work\evidence\christopherkahler-paul\install-smoke\paul-framework\templates\PLAN.md","True"
"paul-framework\workflows\plan-phase.md","164",".paul/PROJECT.md","dynamic_or_example",,
"paul-framework\workflows\plan-phase.md","165","relevant/source/file","dynamic_or_example",,
"paul-framework\workflows\plan-phase.md","374","src/references/toml-sync.md","static","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\work\evidence\christopherkahler-paul\install-smoke\src\references\toml-sync.md","False"
"paul-framework\workflows\quality-gate.md","26","src/references/sonarqube-integration.md","static","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\work\evidence\christopherkahler-paul\install-smoke\src\references\sonarqube-integration.md","False"
"paul-framework\workflows\quality-gate.md","27","src/templates/config.md","static","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\work\evidence\christopherkahler-paul\install-smoke\src\templates\config.md","False"
"paul-framework\workflows\quality-gate.md","28","src/templates/codebase/concerns.md","static","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\work\evidence\christopherkahler-paul\install-smoke\src\templates\codebase\concerns.md","False"
"paul-framework\workflows\register-manifest.md","12","src/references/toml-sync.md","static","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\work\evidence\christopherkahler-paul\install-smoke\src\references\toml-sync.md","False"
"paul-framework\workflows\register-manifest.md","13","src/templates/paul-toml.md","static","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\work\evidence\christopherkahler-paul\install-smoke\src\templates\paul-toml.md","False"
"paul-framework\workflows\register-manifest.md","14","src/templates/ledger-toml.md","static","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\work\evidence\christopherkahler-paul\install-smoke\src\templates\ledger-toml.md","False"
"paul-framework\workflows\register-manifest.md","69","src/references/toml-sync.md","static","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\work\evidence\christopherkahler-paul\install-smoke\src\references\toml-sync.md","False"
"paul-framework\workflows\register-manifest.md","83","src/templates/paul-toml.md","static","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\work\evidence\christopherkahler-paul\install-smoke\src\templates\paul-toml.md","False"
"paul-framework\workflows\research.md","22","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\work\evidence\christopherkahler-paul\install-smoke/paul-framework/references/subagent-criteria.md","static","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\work\evidence\christopherkahler-paul\install-smoke\paul-framework\references\subagent-criteria.md","True"
"paul-framework\workflows\research.md","26","src/templates/RESEARCH.md","static","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\work\evidence\christopherkahler-paul\install-smoke\src\templates\RESEARCH.md","False"
"paul-framework\workflows\resume-project.md","25",".paul/STATE.md","dynamic_or_example",,
"paul-framework\workflows\resume-project.md","29","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\work\evidence\christopherkahler-paul\install-smoke/paul-framework/references/context-management.md","static","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\work\evidence\christopherkahler-paul\install-smoke\paul-framework\references\context-management.md","True"
"paul-framework\workflows\resume-project.md","30","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\work\evidence\christopherkahler-paul\install-smoke/paul-framework/references/loop-phases.md","static","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\work\evidence\christopherkahler-paul\install-smoke\paul-framework\references\loop-phases.md","True"
"paul-framework\workflows\roadmap-management.md","22",".paul/ROADMAP.md","dynamic_or_example",,
"paul-framework\workflows\roadmap-management.md","23",".paul/STATE.md","dynamic_or_example",,
"paul-framework\workflows\roadmap-management.md","27","src/templates/ROADMAP.md","static","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\work\evidence\christopherkahler-paul\install-smoke\src\templates\ROADMAP.md","False"
"paul-framework\workflows\transition-phase.md","15",".paul/STATE.md","dynamic_or_example",,
"paul-framework\workflows\transition-phase.md","16",".paul/PROJECT.md","dynamic_or_example",,
"paul-framework\workflows\transition-phase.md","17",".paul/ROADMAP.md","dynamic_or_example",,
"paul-framework\workflows\transition-phase.md","18",".paul/phases/{current-phase}/*-SUMMARY.md","dynamic_or_example",,
"paul-framework\workflows\transition-phase.md","157","src/references/toml-sync.md","static","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\work\evidence\christopherkahler-paul\install-smoke\src\references\toml-sync.md","False"
"paul-framework\workflows\unify-phase.md","18",".paul/STATE.md","dynamic_or_example",,
"paul-framework\workflows\unify-phase.md","19",".paul/phases/{phase}/{plan}-PLAN.md","dynamic_or_example",,
"paul-framework\workflows\unify-phase.md","23","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\work\evidence\christopherkahler-paul\install-smoke/paul-framework/references/loop-phases.md","static","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\work\evidence\christopherkahler-paul\install-smoke\paul-framework\references\loop-phases.md","True"
"paul-framework\workflows\unify-phase.md","24","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\work\evidence\christopherkahler-paul\install-smoke/paul-framework/templates/SUMMARY.md","static","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\work\evidence\christopherkahler-paul\install-smoke\paul-framework\templates\SUMMARY.md","True"
"paul-framework\workflows\unify-phase.md","25","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\work\evidence\christopherkahler-paul\install-smoke/paul-framework/workflows/transition-phase.md","static","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\work\evidence\christopherkahler-paul\install-smoke\paul-framework\workflows\transition-phase.md","True"
"paul-framework\workflows\unify-phase.md","88","references/specialized-workflow-integration.md","static","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\work\evidence\christopherkahler-paul\install-smoke\paul-framework\references\specialized-workflow-integration.md","True"
"paul-framework\workflows\unify-phase.md","184","src/references/toml-sync.md","static","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\work\evidence\christopherkahler-paul\install-smoke\src\references\toml-sync.md","False"
"paul-framework\workflows\unify-phase.md","257","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\work\evidence\christopherkahler-paul\install-smoke/paul-framework/workflows/transition-phase.md","static","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\work\evidence\christopherkahler-paul\install-smoke\paul-framework\workflows\transition-phase.md","True"
"paul-framework\workflows\verify-work.md","8","src/templates/UAT-ISSUES.md","static","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\work\evidence\christopherkahler-paul\install-smoke\src\templates\UAT-ISSUES.md","False"
"paul-framework\workflows\verify-work.md","135","src/templates/UAT-ISSUES.md","static","C:\Users\littl\Documents\Codex\2026-08-02\research-c-users-littl-agents-skills\work\evidence\christopherkahler-paul\install-smoke\src\templates\UAT-ISSUES.md","False"
